"drug","drug_concept_id","key","total_score","max_score","gene_count","genes","sources","approved"
"CISPLATIN","rxcui:2555","CISPLATIN|rxcui:2555",1.61179669072824,0.355127881352963,24,"ACSS2;BIRC7;CASP3;DDIT3;EGFR;FAS;FGFR3;FXN;G6PD;GALNT14;GCLM;GRP;GSTP1;GSTT1;HEXB;HPGD;HSPA8;IDH1;IFNG;IL6;KAT2A;KRAS;KRT20;LIF","CIViC;CKB-CORE;DTC;NCI;PharmGKB",TRUE
"SORAFENIB","rxcui:495881","SORAFENIB|rxcui:495881",0.67594748690657,0.128173009249438,18,"ABL1;BLK;CBL;CDH13;CYP3A4;DPT;DYRK3;EGFR;EPHA2;FAH;FGF3;FGFR3;FLT1;HMOX1;KDR;KIT;KRAS;LYN","CGI;ChEMBL;CIViC;CKB-CORE;ClearityFoundationClinicalTrial;DoCM;DTC;GuideToPharmacology;MyCancerGenome;MyCancerGenomeClinicalTrial;OncoKB;PharmGKB;TALC;TdgClinicalTrial;TEND;TTD",TRUE
"VANDETANIB","rxcui:1098413","VANDETANIB|rxcui:1098413",2.44316167960563,0.900065492394578,17,"ABL1;BTK;CYP3A4;EGFR;EPHA10;EPHA2;EPHB2;EPHB4;EPHB6;ERBB3;ERBB4;FLT1;IDH1;KDR;KRAS;LCK;LRRK2","CGI;ChEMBL;CKB-CORE;ClearityFoundationBiomarkers;ClearityFoundationClinicalTrial;DTC;MyCancerGenome;MyCancerGenomeClinicalTrial;PharmGKB;TALC;TdgClinicalTrial;TTD",TRUE
"DASATINIB ANHYDROUS","rxcui:1546019","DASATINIB ANHYDROUS|rxcui:1546019",1.31946902399135,0.41976738607291,17,"ABL1;BLK;BTK;CBL;CRKL;DYRK3;EPHA2;ERBB4;FGFR3;FGR;IDH1;JAK2;KDR;KIT;KRAS;LCK;LYN","CancerCommons;CGI;ChEMBL;CIViC;CKB-CORE;COSMIC;DoCM;DTC;FDA;GuideToPharmacology;MyCancerGenome;MyCancerGenomeClinicalTrial;OncoKB;PharmGKB;TALC;TdgClinicalTrial;TEND;TTD",TRUE
"METHOTREXATE","rxcui:6851","METHOTREXATE|rxcui:6851",1.06552956469214,0.23728999344948,15,"ADA;AFP;ATF5;COL18A1;CYP3A4;FOLH1;FOLR1;GSK3B;GSTT1;HGF;HLA-E;IDH1;IL1RN;IL2;KLC3","DTC;NCI;PharmGKB",TRUE
"PACLITAXEL","rxcui:56946","PACLITAXEL|rxcui:56946",2.03380474591717,1.42373996069688,14,"ACSS2;ARHGEF10;CASP3;CDKN1A;DDIT3;EGFR;EIF4EBP1;FCGR2A;GSTP1;GSTT1;IL2RA;JAK2;KRAS;LIF","CIViC;CKB-CORE;NCI;PharmGKB",TRUE
"DOXORUBICIN HYDROCHLORIDE","rxcui:142433","DOXORUBICIN HYDROCHLORIDE|rxcui:142433",1.39057456227501,0.352728368641118,14,"AFP;CASP3;CBR1;CYP3A4;EDN1;FCGR2A;G6PD;GALNT14;GSR;GSTM3;HSP90AB1;IDH1;KLC3;KRT20","DTC;NCI;PharmGKB",TRUE
"ENTRECTINIB","rxcui:2197862","ENTRECTINIB|rxcui:2197862",0.29217605546621,0.0654182939334405,14,"ABL1;BLK;BTK;CLK2;FER;FGFR3;FLT1;IGF1R;JAK2;KDR;KIT;LCK;LRRK2;LYN","DTC",TRUE
"IMATINIB","rxcui:282388","IMATINIB|rxcui:282388",2.86718192938149,1.4501055155246,13,"ABL1;CHST1;CYP3A4;EGFR;EYA2;GSTT1;HGF;IDH1;JAK2;KIT;KRAS;LCK;LYN","CGI;ChEMBL;CIViC;CKB-CORE;COSMIC;DoCM;DTC;FDA;GuideToPharmacology;MyCancerGenome;MyCancerGenomeClinicalTrial;NCI;OncoKB;PharmGKB;TALC;TdgClinicalTrial;TEND;TTD",TRUE
"FLUOROURACIL","rxcui:4492","FLUOROURACIL|rxcui:4492",2.71430083075381,1.35009823859187,13,"CBR1;CDKN1A;CYP3A4;DTYMK;EGFR;FAS;FOXO1;GALNT14;HSPA5;IL2RA;KLC1;KLC3;LGR5","CIViC;NCI;PharmGKB",TRUE
