"gene","drug","drug_concept_id","interaction_score","interaction_types","sources","key"
"MCAM","ABX-MA1","chembl:CHEMBL2109519",52.2037985588855,"","ChEMBL","ABX-MA1|chembl:CHEMBL2109519"
"NR4A1","IONOMYCIN","ncit:C596",1.16008441241968,"","NCI","IONOMYCIN|ncit:C596"
"NR4A1","CYTOSPORONE B","iuphar.ligand:5424",6.96050647451807,"","DTC","CYTOSPORONE B|iuphar.ligand:5424"
"NR4A1","CYCLOSPORINE","rxcui:3008",0.0800058215461847,"","NCI","CYCLOSPORINE|rxcui:3008"
"NR4A1","LIF","iuphar.ligand:5016",0.870063309314759,"","NCI","LIF|iuphar.ligand:5016"
"NR4A1","LEVODOPA","rxcui:6375",0.29002110310492,"","NCI","LEVODOPA|rxcui:6375"
"NR4A1","HISTONE DEACETYLASE INHIBITOR","ncit:C1946",0.773389608279786,"","NCI","HISTONE DEACETYLASE INHIBITOR|ncit:C1946"
"NR4A1","HALOPERIDOL DECANOATE","rxcui:26420",0.0915856115068167,"","NCI","HALOPERIDOL DECANOATE|rxcui:26420"
"NR4A1","ETOPOSIDE","rxcui:4179",0.120008732319277,"","NCI","ETOPOSIDE|rxcui:4179"
"NR4A1","NICOTINE POLACRILEX","rxcui:31765",0.226973037212546,"","NCI","NICOTINE POLACRILEX|rxcui:31765"
"NR4A1","PD-98059","drugbank:DB17042",0.188121796608596,"","NCI","PD-98059|drugbank:DB17042"
"NR4A1","TRETINOIN","rxcui:10753",0.0764890821375612,"","NCI","TRETINOIN|rxcui:10753"
"NR4A1","ACETYLCYSTEINE","rxcui:197",0.464033764967871,"","NCI","ACETYLCYSTEINE|rxcui:197"
"NR4A1","CHEMBL:CHEMBL547833","chembl:CHEMBL547833",0.435031654657379,"","DTC","CHEMBL:CHEMBL547833|chembl:CHEMBL547833"
"NR4A1","PAREGORIC","rxcui:32926",0.151315358141697,"","NCI","PAREGORIC|rxcui:32926"
"NR4A1","RECOMBINANT INTERLEUKIN-1","ncit:C586",0.580042206209839,"","NCI","RECOMBINANT INTERLEUKIN-1|ncit:C586"
"PPA1","DEHYDRATED ALCOHOL","rxcui:1310469",0.660807576694754,"","NCI","DEHYDRATED ALCOHOL|rxcui:1310469"
"PPA1","GUANIDINIUM CATION","ncit:C1375",52.2037985588855,"","NCI","GUANIDINIUM CATION|ncit:C1375"
"MAP4K5","GW843682X","chembl:CHEMBL514499",0.0418299667939788,"","DTC","GW843682X|chembl:CHEMBL514499"
"MAP4K5","SOTRASTAURIN","ncit:C80630",0.0267437492617241,"","DTC","SOTRASTAURIN|ncit:C80630"
"MAP4K5","PD-0166285","chembl:CHEMBL3545196",0.0313724750954841,"","DTC","PD-0166285|chembl:CHEMBL3545196"
"MAP4K5","GSK-269962A","drugbank:DB17030",0.0370765614764812,"","DTC","GSK-269962A|drugbank:DB17030"
"MAP4K5","ALSTERPAULLONE","drugbank:DB04014",0.0313724750954841,"","DTC","ALSTERPAULLONE|drugbank:DB04014"
"MAP4K5","DOVITINIB","ncit:C76199",0.0161521653956948,"","DTC","DOVITINIB|ncit:C76199"
"MAP4K5","CHEMBL:CHEMBL379975","chembl:CHEMBL379975",0.0370765614764812,"","DTC","CHEMBL:CHEMBL379975|chembl:CHEMBL379975"
"MAP4K5","BARASERTIB-HQPA","iuphar.ligand:5663",0.0709290741289206,"","DTC","BARASERTIB-HQPA|iuphar.ligand:5663"
"MAP4K5","HESPERADIN","rxcui:1552358",0.0407842176241293,"","DTC","HESPERADIN|rxcui:1552358"
"MAP4K5","SORAFENIB","rxcui:495881",0.0141858148257841,"","DTC","SORAFENIB|rxcui:495881"
"MAP4K5","LINIFANIB","ncit:C71759",0.0203921088120647,"","DTC","LINIFANIB|ncit:C71759"
