"gene","drug","drug_concept_id","interaction_score","interaction_types","sources","key"
"MPO","E-101 SOLUTION","ncit:C114986",1.74012661862952,"","TTD","E-101 SOLUTION|ncit:C114986"
"MPO","D-ALPHA-TOCOPHEROL ACETATE","ncit:C74962",1.74012661862952,"","NCI","D-ALPHA-TOCOPHEROL ACETATE|ncit:C74962"
"MPO","LIDOCAINE","rxcui:6387",0.204720778662296,"","NCI","LIDOCAINE|rxcui:6387"
"MPO","LITHIUM","rxcui:6448",0.0828631723156913,"","NCI","LITHIUM|rxcui:6448"
"MPO","INTERLEUKIN-11","rxcui:1311380",0.348025323725904,"","NCI","INTERLEUKIN-11|rxcui:1311380"
"MPO","LORATADINE","rxcui:28889",0.183171223013633,"","NCI","LORATADINE|rxcui:28889"
"MPO","DRUGSATFDA.NDA:008378","drugsatfda.nda:008378",0.580042206209839,"","NCI","DRUGSATFDA.NDA:008378|drugsatfda.nda:008378"
"MPO","ANTICOAGULANT AGENT","ncit:C263",1.16008441241968,"","NCI","ANTICOAGULANT AGENT|ncit:C263"
"MPO","VERDIPERSTAT","ncit:C152861",1.74012661862952,"","ChEMBL;TTD","VERDIPERSTAT|ncit:C152861"
"MPO","XANTHINE OXIDASE INHIBITOR","ncit:C1637",3.48025323725903,"","NCI","XANTHINE OXIDASE INHIBITOR|ncit:C1637"
"MPO","SULFONE ANTI-INFECTIVE AGENT","ncit:C849",1.74012661862952,"","NCI","SULFONE ANTI-INFECTIVE AGENT|ncit:C849"
"MPO","MITIPERSTAT","iuphar.ligand:12154",0.580042206209839,"","TTD","MITIPERSTAT|iuphar.ligand:12154"
"MPO","THEOPHYLLINE","rxcui:10438",0.128898268046631,"","NCI","THEOPHYLLINE|rxcui:10438"
"MPO","FENTANYL CITRATE","rxcui:142436",0.116008441241968,"","NCI","FENTANYL CITRATE|rxcui:142436"
"MPO","METHYLENE BLUE ANHYDROUS","rxcui:2198975",0.0940608983042983,"","NCI","METHYLENE BLUE ANHYDROUS|rxcui:2198975"
"MPO","SULFAMETHOXAZOLE","rxcui:10180",0.248589516947074,"","NCI","SULFAMETHOXAZOLE|rxcui:10180"
"MPO","DIMETHYL SULFOXIDE","rxcui:3455",0.21751582732869,"","NCI","DIMETHYL SULFOXIDE|rxcui:3455"
"MPO","OCTREOTIDE ACETATE","rxcui:221130",0.193347402069946,"","NCI","OCTREOTIDE ACETATE|rxcui:221130"
"MPO","FLUDARABINE","rxcui:24698",0.102360389331148,"","NCI","FLUDARABINE|rxcui:24698"
"MPO","PYRAZINAMIDE","rxcui:8987",0.267711787481464,"","NCI","PYRAZINAMIDE|rxcui:8987"
"MPO","PSORALEN","ncit:C2586",0.497179033894148,"","NCI","PSORALEN|ncit:C2586"
"MPO","DICLOFENAC SODIUM","rxcui:203214",0.102360389331148,"","NCI","DICLOFENAC SODIUM|rxcui:203214"
"MPO","PROPYLTHIOURACIL","rxcui:8794",0.174012661862952,"","DTC","PROPYLTHIOURACIL|rxcui:8794"
"MPO","FLUTAMIDE","rxcui:4508",0.174012661862952,"","NCI","FLUTAMIDE|rxcui:4508"
"MPO","TOLMETIN","rxcui:10636",1.16008441241968,"","NCI","TOLMETIN|rxcui:10636"
"MPO","DOXYCYCLINE ANHYDROUS","rxcui:1545992",0.151315358141697,"","NCI","DOXYCYCLINE ANHYDROUS|rxcui:1545992"
"MPO","TENECTEPLASE","rxcui:259280",1.16008441241968,"","NCI","TENECTEPLASE|rxcui:259280"
"MPO","NIMESULIDE","rxcui:53694",0.248589516947074,"","NCI","NIMESULIDE|rxcui:53694"
"MPO","IMMUNOTHERAPEUTIC AGENT","ncit:C308",0.522037985588855,"","NCI","IMMUNOTHERAPEUTIC AGENT|ncit:C308"
"MPO","ASULACRINE ISETHIONATE","ncit:C1050",3.48025323725903,"","NCI","ASULACRINE ISETHIONATE|ncit:C1050"
"RPL12","DORLIMOMAB ARITOX","chembl:CHEMBL2109124",0.130509496397214,"","ChEMBL","DORLIMOMAB ARITOX|chembl:CHEMBL2109124"
"RPL12","CYCLOHEXIMIDE","ncit:C171712",0.10990273380818,"","ChEMBL","CYCLOHEXIMIDE|ncit:C171712"
"RPL12","ATALUREN","ncit:C169791",0.127326337948501,"","ChEMBL","ATALUREN|ncit:C169791"
"RPL12","MT-3724","chembl:CHEMBL4297789",0.128898268046631,"","ChEMBL","MT-3724|chembl:CHEMBL4297789"
"RPL12","EXALUREN","ncit:C174918",0.130509496397214,"","ChEMBL","EXALUREN|ncit:C174918"
"SDHB","ANTIBIOTIC","ncit:C258",1.53540583996722,"","NCI","ANTIBIOTIC|ncit:C258"
"SDHB","GENTAMICIN","rxcui:1596450",1.13486518606273,"","NCI","GENTAMICIN|rxcui:1596450"
"SDHB","THERAPEUTIC CORTICOSTEROID","ncit:C211",0.621473792367685,"","NCI","THERAPEUTIC CORTICOSTEROID|ncit:C211"
"SDHB","DOXORUBICIN HYDROCHLORIDE","rxcui:142433",0.264546276480839,"","NCI","DOXORUBICIN HYDROCHLORIDE|rxcui:142433"
"PRNP","BREFELDIN A","drugbank:DB07348",7.45768550841222,"","DTC","BREFELDIN A|drugbank:DB07348"
"NAT1","MESALAMINE","rxcui:52582",0.1318277741386,"","PharmGKB","MESALAMINE|rxcui:52582"
"NAT1","THIOGUANINE","rxcui:10485",0.0878851827590666,"","PharmGKB","THIOGUANINE|rxcui:10485"
"NAT1","RS 39604","iuphar.ligand:254",0.725052757762299,"","GuideToPharmacology","RS 39604|iuphar.ligand:254"
"NAT1","5-MEOT","iuphar.ligand:107",0.161122835058289,"","GuideToPharmacology","5-MEOT|iuphar.ligand:107"
"NAT1","PIBOSEROD","ncit:C74393",0.483368505174866,"","GuideToPharmacology","PIBOSEROD|ncit:C74393"
"NAT1","RENZAPRIDE","ncit:C152191",0.14501055155246,"","GuideToPharmacology","RENZAPRIDE|ncit:C152191"
