"drug","drug_concept_id","key","total_score","max_score","gene_count","genes","sources","approved"
"THEOPHYLLINE","rxcui:10438","THEOPHYLLINE|rxcui:10438",5.02483532424963,3.86694804139893,5,"MAPKAPK2;MPO;PDE3A;PDE5A;PRKAR2B","ChEMBL;NCI;TdgClinicalTrial;TEND",TRUE
"BORTEZOMIB","rxcui:358258","BORTEZOMIB|rxcui:358258",1.41842253787448,0.409441557324592,4,"PRSS2;PSMA6;PSMD4;PSMD7","ChEMBL;DTC;MyCancerGenome",TRUE
"DABRAFENIB","rxcui:1424911","DABRAFENIB|rxcui:1424911",0.993914356022214,0.34942301578906,4,"MAP2K1;MAP2K3;MAP2K4;RAC1","CIViC;CKB-CORE;MyCancerGenomeClinicalTrial",TRUE
"PROGESTERONE","rxcui:8727","PROGESTERONE|rxcui:8727",0.73312840591171,0.353924058026343,4,"NME2;PGR;RHOC;RHOG","ChEMBL;DTC;GuideToPharmacology;NCI;TdgClinicalTrial;TEND;TTD",TRUE
"SORAFENIB","rxcui:495881","SORAFENIB|rxcui:495881",0.0708772916138104,0.0336256351425994,4,"MAP2K1;MAPK12;PDGFRA;PTK2B","CGI;DTC;GuideToPharmacology;MyCancerGenomeClinicalTrial;PharmGKB;TALC",TRUE
"CARFILZOMIB","rxcui:1302966","CARFILZOMIB|rxcui:1302966",1.53814763611002,0.543789568321724,3,"PSMA6;PSMD4;PSMD7","ChEMBL;CIViC;DTC;MyCancerGenome",TRUE
"DOCETAXEL ANHYDROUS","rxcui:1299922","DOCETAXEL ANHYDROUS|rxcui:1299922",1.48754369578771,1.25792285684061,3,"PGP;PGR;PRDX4","ClearityFoundationBiomarkers;FDA;PharmGKB",TRUE
"COBIMETINIB","rxcui:1722365","COBIMETINIB|rxcui:1722365",1.17332570564958,0.562754962270802,3,"MAP2K1;MAP2K3;MAP2K4","CancerCommons;ChEMBL;CKB-CORE;ClearityFoundationClinicalTrial;GuideToPharmacology;MyCancerGenome;MyCancerGenomeClinicalTrial;OncoKB;TALC;TdgClinicalTrial",TRUE
"BINIMETINIB","rxcui:2049122","BINIMETINIB|rxcui:2049122",0.988867134683039,0.4088249284732,3,"MAP2K1;MAP2K3;MAP2K4","ChEMBL;CIViC;CKB-CORE;ClearityFoundationClinicalTrial;GuideToPharmacology;MyCancerGenome;MyCancerGenomeClinicalTrial;TALC;TdgClinicalTrial",TRUE
"PENTOXIFYLLINE","rxcui:8013","PENTOXIFYLLINE|rxcui:8013",0.953397295109517,0.745768550841222,3,"PDE1A;PDE3A;PDE5A","ChEMBL;TdgClinicalTrial;TEND",TRUE
"SELUMETINIB","rxcui:2289380","SELUMETINIB|rxcui:2289380",0.828026661657711,0.476485930621445,3,"MAP2K1;MAP2K3;MAP2K4","CancerCommons;CGI;ChEMBL;CIViC;CKB-CORE;ClearityFoundationClinicalTrial;COSMIC;GuideToPharmacology;MyCancerGenome;MyCancerGenomeClinicalTrial;TALC;TTD",TRUE
"TRAMETINIB DIMETHYL SULFOXIDE","rxcui:1425098","TRAMETINIB DIMETHYL SULFOXIDE|rxcui:1425098",0.795494950838923,0.548668480111332,3,"MAP2K1;MAP2K3;MAP2K4","CancerCommons;CGI;ChEMBL;CIViC;CKB-CORE;ClearityFoundationClinicalTrial;GuideToPharmacology;MyCancerGenome;MyCancerGenomeClinicalTrial;OncoKB;TALC;TdgClinicalTrial",TRUE
"DIPYRIDAMOLE","rxcui:3521","DIPYRIDAMOLE|rxcui:3521",0.625004893460683,0.466105344275764,3,"PDE1A;PDE3A;PDE5A","ChEMBL;TdgClinicalTrial;TEND;TTD",TRUE
"BORTEZOMIB D-MANNITOL","drugbank:DB16741","BORTEZOMIB D-MANNITOL|drugbank:DB16741",0.564232785175924,0.196254881800321,3,"PSMA6;PSMD4;PSMD7","ChEMBL",TRUE
"IXAZOMIB CITRATE","rxcui:1723734","IXAZOMIB CITRATE|rxcui:1723734",0.549765277863721,0.191222705343903,3,"PSMA6;PSMD4;PSMD7","ChEMBL",TRUE
"IXAZOMIB","rxcui:1723735","IXAZOMIB|rxcui:1723735",0.510496329444884,0.177563940676481,3,"PSMA6;PSMD4;PSMD7","ChEMBL",TRUE
"THIOGUANINE","rxcui:10485","THIOGUANINE|rxcui:10485",0.449469934682083,0.31638665793264,3,"MYC;NAT1;NT5C2","CIViC;NCI;PharmGKB",TRUE
"ATALUREN","ncit:C169791","ATALUREN|ncit:C169791",0.381979013845504,0.127326337948501,3,"RPL12;RPS10;RPS5","ChEMBL",TRUE
"VANDETANIB","rxcui:1098413","VANDETANIB|rxcui:1098413",0.0443506989903263,0.018751364424887,3,"MAP2K1;PDGFRA;PTK2B","DTC;GuideToPharmacology",TRUE
"SETMELANOTIDE","rxcui:2469247","SETMELANOTIDE|rxcui:2469247",9.78821222979104,6.52547481986069,2,"PCSK1;POMC","PharmGKB",TRUE
"CALCITRIOL","rxcui:1894","CALCITRIOL|rxcui:1894",3.0866531687595,2.9002110310492,2,"MYC;PHEX","NCI",TRUE
"SOMATROPIN (RECOMBINANT DNA ORIGIN)","rxcui:314845","SOMATROPIN (RECOMBINANT DNA ORIGIN)|rxcui:314845",2.41960463161819,2.32016882483936,2,"MYC;PHEX","NCI",TRUE
"INSULIN, REGULAR, HUMAN","rxcui:253182","INSULIN, REGULAR, HUMAN|rxcui:253182",1.72371032977452,0.984977331299727,2,"PCSK1;REG1A","NCI",TRUE
